64,40,0.0001,-3,30,0.069333333333333
64,40,0.0001,-3,30,0.074
64,40,0.0001,-4,30,0.068
64,40,0.0001,-4,30,0.068666666666667
64,40,0.0001,-5,30,0.062666666666667
64,40,0.0001,-5,30,0.076
64,40,0.0001,-6,30,0.062666666666667
64,40,0.0001,-6,30,0.076
64,40,0.0005,-3,30,0.054666666666667
64,40,0.0005,-3,30,0.058
64,40,0.0005,-4,30,0.058
64,40,0.0005,-4,30,0.058666666666667
64,40,0.0005,-5,30,0.058
64,40,0.0005,-5,30,0.058666666666667
64,40,0.0005,-6,30,0.058
64,40,0.0005,-6,30,0.058666666666667
64,40,0.001,-3,30,0.050666666666667
64,40,0.001,-3,30,0.056666666666667
64,40,0.001,-4,30,0.052
64,40,0.001,-4,30,0.056666666666667
64,40,0.001,-5,30,0.052
64,40,0.001,-5,30,0.056666666666667
64,40,0.001,-6,30,0.053333333333333
64,40,0.001,-6,30,0.054666666666667
64,40,0.005,-3,30,0.06
64,40,0.005,-3,30,0.067333333333333
64,40,0.005,-4,30,0.06
64,40,0.005,-4,30,0.064666666666667
64,40,0.005,-5,30,0.06
64,40,0.005,-5,30,0.064666666666667
64,40,0.005,-6,30,0.06
64,40,0.005,-6,30,0.067333333333333
64,40,0.01,-3,30,0.056666666666667
64,40,0.01,-3,30,0.068666666666667
64,40,0.01,-4,30,0.056666666666667
64,40,0.01,-4,30,0.068666666666667
64,40,0.01,-5,30,0.063333333333333
64,40,0.01,-5,30,0.068666666666667
64,40,0.01,-6,30,0.061333333333333
64,40,0.01,-6,30,0.07
64,80,0.0001,-3,30,0.068
64,80,0.0001,-3,30,0.072
64,80,0.0001,-4,30,0.069333333333333
64,80,0.0001,-4,30,0.072
64,80,0.0001,-5,30,0.062
64,80,0.0001,-5,30,0.071333333333333
64,80,0.0001,-6,30,0.060666666666667
64,80,0.0001,-6,30,0.067333333333333
64,80,0.0005,-3,30,0.052
64,80,0.0005,-3,30,0.053333333333333
64,80,0.0005,-4,30,0.052
64,80,0.0005,-4,30,0.056
64,80,0.0005,-5,30,0.052
64,80,0.0005,-5,30,0.056
64,80,0.0005,-6,30,0.051333333333333
64,80,0.0005,-6,30,0.056
64,80,0.001,-3,30,0.049333333333333
64,80,0.001,-3,30,0.052666666666667
64,80,0.001,-4,30,0.049333333333333
64,80,0.001,-4,30,0.061333333333333
64,80,0.001,-5,30,0.06
64,80,0.001,-5,30,0.061333333333333
64,80,0.001,-6,30,0.052666666666667
64,80,0.001,-6,30,0.06
64,80,0.005,-3,30,0.056666666666667
64,80,0.005,-3,30,0.061333333333333
64,80,0.005,-4,30,0.056666666666667
64,80,0.005,-4,30,0.058
64,80,0.005,-5,30,0.050666666666667
64,80,0.005,-5,30,0.058
64,80,0.005,-6,30,0.050666666666667
64,80,0.005,-6,30,0.056
64,80,0.01,-3,30,0.052
64,80,0.01,-3,30,0.062666666666667
64,80,0.01,-4,30,0.052
64,80,0.01,-4,30,0.062666666666667
64,80,0.01,-5,30,0.052
64,80,0.01,-5,30,0.062666666666667
64,100,0.0001,-3,30,0.058666666666667
64,100,0.0001,-3,30,0.061333333333333
64,100,0.0001,-4,30,0.065333333333333
64,100,0.0001,-4,30,0.066
64,100,0.0001,-5,30,0.061333333333333
64,100,0.0001,-5,30,0.065333333333333
64,100,0.0001,-6,30,0.064
64,100,0.0001,-6,30,0.065333333333333
64,100,0.0005,-3,30,0.049333333333333
64,100,0.0005,-3,30,0.052666666666667
64,100,0.0005,-4,30,0.052
64,100,0.0005,-4,30,0.055333333333333
64,100,0.0005,-5,30,0.052666666666667
64,100,0.0005,-5,30,0.062666666666667
64,100,0.0005,-6,30,0.050666666666667
64,100,0.0005,-6,30,0.055333333333333
64,100,0.001,-3,30,0.051333333333333
64,100,0.001,-3,30,0.054666666666667
64,100,0.001,-4,30,0.056
64,100,0.001,-4,30,0.057333333333333
64,100,0.001,-5,30,0.05
64,100,0.001,-5,30,0.054666666666667
64,100,0.001,-6,30,0.058
64,100,0.001,-6,30,0.059333333333333
64,100,0.005,-3,30,0.056666666666667
64,100,0.005,-3,30,0.061333333333333
64,100,0.005,-4,30,0.054666666666667
64,100,0.005,-4,30,0.056666666666667
64,100,0.005,-5,30,0.058
64,100,0.005,-5,30,0.060666666666667
64,100,0.005,-6,30,0.049333333333333
64,100,0.005,-6,30,0.056666666666667
64,100,0.01,-3,30,0.056666666666667
64,100,0.01,-3,30,0.056666666666667
64,100,0.01,-4,30,0.059333333333333
64,100,0.01,-4,30,0.062666666666667
64,100,0.01,-5,30,0.052666666666667
64,100,0.01,-5,30,0.061333333333333
64,100,0.01,-6,30,0.058
64,100,0.01,-6,30,0.059333333333333
64,120,0.0001,-3,30,0.064666666666667
64,120,0.0001,-4,30,0.054
64,120,0.0001,-4,30,0.061333333333333
64,120,0.0001,-5,30,0.066
64,120,0.0001,-6,30,0.061333333333333
64,120,0.0001,-6,30,0.063333333333333
64,120,0.0005,-3,30,0.05
64,120,0.0005,-4,30,0.057333333333333
64,120,0.0005,-4,30,0.058
64,120,0.0005,-5,30,0.056666666666667
64,120,0.0005,-5,30,0.059333333333333
64,120,0.0005,-6,30,0.052
64,120,0.0005,-6,30,0.058
64,120,0.001,-3,30,0.055333333333333
64,120,0.001,-3,30,0.058
64,120,0.001,-4,30,0.054
64,120,0.001,-4,30,0.054666666666667
64,120,0.001,-5,30,0.056666666666667
64,120,0.001,-5,30,0.060666666666667
64,120,0.001,-6,30,0.053333333333333
64,120,0.001,-6,30,0.055333333333333
64,120,0.005,-3,30,0.059333333333333
64,120,0.005,-4,30,0.054
64,120,0.005,-4,30,0.057333333333333
64,120,0.005,-5,30,0.054666666666667
64,120,0.005,-5,30,0.061333333333333
64,120,0.005,-6,30,0.049333333333333
64,120,0.005,-6,30,0.061333333333333
64,120,0.01,-3,30,0.054666666666667
64,120,0.01,-3,30,0.056666666666667
64,120,0.01,-4,30,0.054666666666667
64,120,0.01,-4,30,0.059333333333333
64,120,0.01,-5,30,0.055333333333333
64,120,0.01,-5,30,0.062
64,120,0.01,-6,30,0.053333333333333
64,120,0.01,-6,30,0.054666666666667
128,40,0.0001,-3,30,0.073333333333334
128,40,0.0001,-4,30,0.067333333333334
128,40,0.0001,-4,30,0.072666666666667
128,40,0.0001,-5,30,0.066666666666667
128,40,0.0001,-5,30,0.070666666666667
128,40,0.0001,-6,30,0.068
128,40,0.0001,-6,30,0.068
128,40,0.0005,-3,30,0.055333333333333
128,40,0.0005,-3,30,0.068666666666667
128,40,0.0005,-4,30,0.059333333333333
128,40,0.0005,-4,30,0.060666666666667
128,40,0.0005,-5,30,0.058666666666667
128,40,0.0005,-5,30,0.059333333333333
128,40,0.0005,-6,30,0.058666666666667
128,40,0.0005,-6,30,0.059333333333333
128,40,0.001,-3,30,0.057333333333333
128,40,0.001,-3,30,0.060666666666667
128,40,0.001,-4,30,0.052666666666667
128,40,0.001,-4,30,0.061333333333333
128,40,0.001,-5,30,0.056
128,40,0.001,-5,30,0.061333333333333
128,40,0.001,-6,30,0.053333333333334
128,40,0.001,-6,30,0.056
128,40,0.005,-3,30,0.056666666666667
128,40,0.005,-3,30,0.061333333333333
128,40,0.005,-4,30,0.058
128,40,0.005,-4,30,0.061333333333333
128,40,0.005,-5,30,0.056
128,40,0.005,-5,30,0.064666666666667
128,40,0.005,-6,30,0.060666666666667
